Patient,Cell name,T cell type,Cluster*,Clone ID,Clonal status
P0123,NTC14-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000164:3,Clonal
P0123,TTR169-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000262:3,Clonal
P0123,TTH174-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000262:3,Clonal
P0123,TTR183-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000262:3,Clonal
P0123,TTR122-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000304:3,Clonal
P0123,TTR67-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000304:3,Clonal
P0123,TTR134-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000304:3,Clonal
P0123,NTC129-20180123,CD8,CD8_C04-GZMK,CRC.P0123_C000417:3,Clonal
P0123,TTC97-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000417:3,Clonal
P0123,TTC160-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000417:3,Clonal
P0123,PTC22-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000468:3,Clonal
P0123,PTC6-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000468:3,Clonal
P0123,PTC40-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000468:3,Clonal
P0123,TTR113-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000510:3,Clonal
P0123,TTR161-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000510:3,Clonal
P0123,TP7110-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000510:3,Clonal
P0123,TP7166-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000518:3,Clonal
P0123,TTR153-20180123,DN,NA,CRC.P0123_C000518:3,Clonal
P0123,TP747-20180123,DN,NA,CRC.P0123_C000518:3,Clonal
P0123,TTR160-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000521:3,Clonal
P0123,TTR77-20180123,DN,NA,CRC.P0123_C000521:3,Clonal
P0123,TTR60-20180123,DN,NA,CRC.P0123_C000521:3,Clonal
P0123,TP752-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000003:2,Clonal
P0123,TTH143-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000003:2,Clonal
P0123,NTC28-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000022:2,Clonal
P0123,NTC189-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000022:2,Clonal
P0123,NTC181-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000048:2,Clonal
P0123,NTC114-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000048:2,Clonal
P0123,PTH86-20180123,CD4,CD4_C03-GNLY,CRC.P0123_C000054:2,Clonal
P0123,TP719-20180123,other,NA,CRC.P0123_C000054:2,Clonal
P0123,TTH52-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000069:2,Clonal
P0123,TTH149-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000069:2,Clonal
P0123,TP748-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000080:2,Clonal
P0123,TTR84-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000080:2,Clonal
P0123,PTH71-20180123,CD4,CD4_C03-GNLY,CRC.P0123_C000086:2,Clonal
P0123,TP7142-20180123,other,NA,CRC.P0123_C000086:2,Clonal
P0123,TTH7-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000101:2,Clonal
P0123,TP782-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000101:2,Clonal
P0123,NTC111-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000108:2,Clonal
P0123,NTC97-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000108:2,Clonal
P0123,PTC45-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000135:2,Clonal
P0123,TTC101-20180123,CD8,CD8_C04-GZMK,CRC.P0123_C000135:2,Clonal
P0123,NTC34-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000138:2,Clonal
P0123,NTC18-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000138:2,Clonal
P0123,NTC173-20180123,CD8,CD8_C04-GZMK,CRC.P0123_C000148:2,Clonal
P0123,TTC185-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000148:2,Clonal
P0123,NTC159-20180123,CD8,CD8_C04-GZMK,CRC.P0123_C000163:2,Clonal
P0123,NTC98-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000163:2,Clonal
P0123,TTR45-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000206:2,Clonal
P0123,TP770-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000206:2,Clonal
P0123,PTR61-20180123,DN,NA,CRC.P0123_C000211:2,Clonal
P0123,NTR1-20180123,other,NA,CRC.P0123_C000211:2,Clonal
P0123,NTC54-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000213:2,Clonal
P0123,NTC131-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000213:2,Clonal
P0123,TTR124-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000249:2,Clonal
P0123,TTR22-20180123,other,NA,CRC.P0123_C000249:2,Clonal
P0123,TTC145-20180123,CD8,CD8_C04-GZMK,CRC.P0123_C000290:2,Clonal
P0123,TTC115-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000290:2,Clonal
P0123,NTC30-20180123,CD8,CD8_C08-SLC4A10,CRC.P0123_C000310:2,Clonal
P0123,NTC185-20180123,CD8,CD8_C08-SLC4A10,CRC.P0123_C000310:2,Clonal
P0123,TTC149-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000316:2,Clonal
P0123,TTC161-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000316:2,Clonal
P0123,TTH24-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000325:2,Clonal
P0123,TTH22-20180123,DN,NA,CRC.P0123_C000325:2,Clonal
P0123,NTC35-20180123,CD8,CD8_C08-SLC4A10,CRC.P0123_C000328:2,Clonal
P0123,NTC178-20180123,CD8,CD8_C08-SLC4A10,CRC.P0123_C000328:2,Clonal
P0123,TTH172-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000349:2,Clonal
P0123,TTH5-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000349:2,Clonal
P0123,NTH69-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000369:2,Clonal
P0123,TTH170-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000369:2,Clonal
P0123,PTR26-20180123,CD4,CD4_C02-ANXA1,CRC.P0123_C000394:2,Clonal
P0123,PTR57-20180123,CD4,CD4_C10-FOXP3,CRC.P0123_C000394:2,Clonal
P0123,NTC120-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000420:2,Clonal
P0123,NTC99-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000420:2,Clonal
P0123,TP7107-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000427:2,Clonal
P0123,TP741-20180123,DN,NA,CRC.P0123_C000427:2,Clonal
P0123,TP7144-20180123,DN,NA,CRC.P0123_C000451:2,Clonal
P0123,TTR54-20180123,DN,NA,CRC.P0123_C000451:2,Clonal
P0123,TP717-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000477:2,Clonal
P0123,TP7113-20180123,DN,NA,CRC.P0123_C000477:2,Clonal
P0123,PP7-133-20180123,CD4,CD4_C02-ANXA1,CRC.P0123_C000504:2,Clonal
P0123,TTH176-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000504:2,Clonal
P0123,PTH6-20180123,CD4,CD4_C03-GNLY,CRC.P0123_C000506:2,Clonal
P0123,PTH41-20180123,DN,NA,CRC.P0123_C000506:2,Clonal
P0123,TTR71-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000509:2,Clonal
P0123,TTR144-20180123,DN,NA,CRC.P0123_C000509:2,Clonal
P0123,TP7112-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000552:2,Clonal
P0123,TTR48-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000552:2,Clonal
P0123,TTR162-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000574:2,Clonal
P0123,TTR154-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000574:2,Clonal
P0123,TTH99-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000578:2,Clonal
P0123,TTR151-20180123,other,NA,CRC.P0123_C000578:2,Clonal
P0123,TP731-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000581:2,Clonal
P0123,TTR75-20180123,DN,NA,CRC.P0123_C000581:2,Clonal
P0123,TTR51-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000624:2,Clonal
P0123,PP7-104-20180123,other,NA,CRC.P0123_C000624:2,Clonal
P0123,NTR32-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000632:2,Clonal
P0123,NTR2-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000632:2,Clonal
P0123,TTC25-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000646:2,Clonal
P0123,TTC136-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000646:2,Clonal
P0123,TTH55-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000661:2,Clonal
P0123,NTR48-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000661:2,Clonal
P0123,TTR166-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000667:2,Clonal
P0123,TTR109-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000667:2,Clonal
P0123,NTC188-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000686:2,Clonal
P0123,NTC4-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000686:2,Clonal
P0123,TP795-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000750:2,Clonal
P0123,TTR20-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000750:2,Clonal
P0123,PTC49-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000795:2,Clonal
P0123,NTC191-20180123,CD8,CD8_C04-GZMK,CRC.P0123_C000795:2,Clonal
P0123,NP78-20180123,DN,NA,CRC.P0123_C000001:1,NoClonal
P0123,PP7-150-20180123,DN,NA,CRC.P0123_C000009:1,NoClonal
P0123,TTH108-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000010:1,NoClonal
P0123,TTH109-20180123,DN,NA,CRC.P0123_C000011:1,NoClonal
P0123,TP7127-20180123,CD4,CD4_C02-ANXA1,CRC.P0123_C000012:1,NoClonal
P0123,TTR157-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000014:1,NoClonal
P0123,TTH145-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000016:1,NoClonal
P0123,PP7-175-20180123,CD4,CD4_C02-ANXA1,CRC.P0123_C000017:1,NoClonal
P0123,NTH56-20180123,DN,NA,CRC.P0123_C000027:1,NoClonal
P0123,NTR26-20180123,CD4,CD4_C11-IL10,CRC.P0123_C000028:1,NoClonal
P0123,NP776-20180123,CD4,CD4_C04-TCF7,CRC.P0123_C000029:1,NoClonal
P0123,NTR43-20180123,DN,NA,CRC.P0123_C000030:1,NoClonal
P0123,PP7-159-20180123,DN,NA,CRC.P0123_C000035:1,NoClonal
P0123,PTC75-20180123,DN,NA,CRC.P0123_C000036:1,NoClonal
P0123,NTC2-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000037:1,NoClonal
P0123,TTR92-20180123,DN,NA,CRC.P0123_C000038:1,NoClonal
P0123,TP735-20180123,DN,NA,CRC.P0123_C000039:1,NoClonal
P0123,NTR84-20180123,DN,NA,CRC.P0123_C000042:1,NoClonal
P0123,TTH122-20180123,DN,NA,CRC.P0123_C000043:1,NoClonal
P0123,NTC90-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000045:1,NoClonal
P0123,TTH140-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000046:1,NoClonal
P0123,PTR21-20180123,DN,NA,CRC.P0123_C000049:1,NoClonal
P0123,PTR47-20180123,DN,NA,CRC.P0123_C000050:1,NoClonal
P0123,NTH53-20180123,DN,NA,CRC.P0123_C000051:1,NoClonal
P0123,NTC113-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000052:1,NoClonal
P0123,TP7122-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000053:1,NoClonal
P0123,TP7137-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000055:1,NoClonal
P0123,PTR62-20180123,CD4,CD4_C10-FOXP3,CRC.P0123_C000058:1,NoClonal
P0123,NTC112-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000059:1,NoClonal
P0123,NTC73-20180123,CD8,CD8_C08-SLC4A10,CRC.P0123_C000060:1,NoClonal
P0123,PTH50-20180123,CD4,CD4_C01-CCR7,CRC.P0123_C000061:1,NoClonal
P0123,TTH126-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000062:1,NoClonal
P0123,NTC80-20180123,other,NA,CRC.P0123_C000071:1,NoClonal
P0123,TTC100-20180123,CD8,CD8_C04-GZMK,CRC.P0123_C000072:1,NoClonal
P0123,PTH57-20180123,CD4,CD4_C01-CCR7,CRC.P0123_C000073:1,NoClonal
P0123,NTC177-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000074:1,NoClonal
P0123,PTR74-20180123,CD4,CD4_C01-CCR7,CRC.P0123_C000079:1,NoClonal
P0123,TTR93-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000081:1,NoClonal
P0123,NTR13-20180123,CD4,CD4_C04-TCF7,CRC.P0123_C000082:1,NoClonal
P0123,TP7101-20180123,DN,NA,CRC.P0123_C000085:1,NoClonal
P0123,TTH113-20180123,CD4,CD4_C09-CXCL13,CRC.P0123_C000087:1,NoClonal
P0123,PTH16-20180123,CD4,CD4_C01-CCR7,CRC.P0123_C000088:1,NoClonal
P0123,NTC110-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000089:1,NoClonal
P0123,NTH40-20180123,CD4,CD4_C04-TCF7,CRC.P0123_C000090:1,NoClonal
P0123,NTR47-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000093:1,NoClonal
P0123,PTR41-20180123,DN,NA,CRC.P0123_C000094:1,NoClonal
P0123,NTC44-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000097:1,NoClonal
P0123,TP74-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000098:1,NoClonal
P0123,PP7-128-20180123,other,NA,CRC.P0123_C000100:1,NoClonal
P0123,PP7-103-20180123,CD4,CD4_C01-CCR7,CRC.P0123_C000102:1,NoClonal
P0123,PTR17-20180123,CD4,CD4_C10-FOXP3,CRC.P0123_C000103:1,NoClonal
P0123,NP788-20180123,CD4,CD4_C04-TCF7,CRC.P0123_C000105:1,NoClonal
P0123,TP7139-20180123,DN,NA,CRC.P0123_C000106:1,NoClonal
P0123,PTH1-20180123,CD4,CD4_C01-CCR7,CRC.P0123_C000107:1,NoClonal
P0123,NP743-20180123,CD4,CD4_C04-TCF7,CRC.P0123_C000112:1,NoClonal
P0123,PTH5-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000113:1,NoClonal
P0123,TP7149-20180123,DN,NA,CRC.P0123_C000114:1,NoClonal
P0123,NP734-20180123,DN,NA,CRC.P0123_C000116:1,NoClonal
P0123,PTH10-20180123,CD4,CD4_C02-ANXA1,CRC.P0123_C000117:1,NoClonal
P0123,NTH15-20180123,CD4,CD4_C06-CXCR5,CRC.P0123_C000118:1,NoClonal
P0123,NTR3-20180123,CD4,CD4_C11-IL10,CRC.P0123_C000119:1,NoClonal
P0123,TP7157-20180123,DN,NA,CRC.P0123_C000121:1,NoClonal
P0123,PP7-130-20180123,CD4,CD4_C02-ANXA1,CRC.P0123_C000122:1,NoClonal
P0123,NTR33-20180123,DN,NA,CRC.P0123_C000123:1,NoClonal
P0123,TP7184-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000124:1,NoClonal
P0123,NTH14-20180123,CD4,CD4_C04-TCF7,CRC.P0123_C000125:1,NoClonal
P0123,PTH44-20180123,CD4,CD4_C01-CCR7,CRC.P0123_C000126:1,NoClonal
P0123,NP735-20180123,DN,NA,CRC.P0123_C000127:1,NoClonal
P0123,PTR36-20180123,DN,NA,CRC.P0123_C000128:1,NoClonal
P0123,PP7-190-20180123,CD4,CD4_C01-CCR7,CRC.P0123_C000129:1,NoClonal
P0123,NTC184-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000130:1,NoClonal
P0123,PTC30-20180123,DN,NA,CRC.P0123_C000132:1,NoClonal
P0123,TP732-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000133:1,NoClonal
P0123,NTH18-20180123,CD4,CD4_C04-TCF7,CRC.P0123_C000134:1,NoClonal
P0123,PTR49-20180123,CD4,CD4_C02-ANXA1,CRC.P0123_C000139:1,NoClonal
P0123,NTR9-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000140:1,NoClonal
P0123,PTH17-20180123,CD4,CD4_C02-ANXA1,CRC.P0123_C000141:1,NoClonal
P0123,NP720-20180123,CD4,CD4_C04-TCF7,CRC.P0123_C000142:1,NoClonal
P0123,TTH84-20180123,CD4,CD4_C09-CXCL13,CRC.P0123_C000143:1,NoClonal
P0123,PP7-192-20180123,CD4,CD4_C01-CCR7,CRC.P0123_C000144:1,NoClonal
P0123,TTR4-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000145:1,NoClonal
P0123,PP7-188-20180123,DN,NA,CRC.P0123_C000146:1,NoClonal
P0123,PP7-148-20180123,DN,NA,CRC.P0123_C000147:1,NoClonal
P0123,NTC163-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000149:1,NoClonal
P0123,NTC128-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000155:1,NoClonal
P0123,PTR58-20180123,other,NA,CRC.P0123_C000156:1,NoClonal
P0123,TP7106-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000157:1,NoClonal
P0123,NP779-20180123,CD4,CD4_C06-CXCR5,CRC.P0123_C000158:1,NoClonal
P0123,PTH51-20180123,DN,NA,CRC.P0123_C000159:1,NoClonal
P0123,PP7-106-20180123,CD4,CD4_C01-CCR7,CRC.P0123_C000160:1,NoClonal
P0123,NTH22-20180123,CD4,CD4_C06-CXCR5,CRC.P0123_C000161:1,NoClonal
P0123,NTH31-20180123,DN,NA,CRC.P0123_C000162:1,NoClonal
P0123,NTC60-20180123,CD8,CD8_C01-LEF1,CRC.P0123_C000166:1,NoClonal
P0123,PTH58-20180123,CD4,CD4_C01-CCR7,CRC.P0123_C000168:1,NoClonal
P0123,TTR156-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000170:1,NoClonal
P0123,NTC102-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000171:1,NoClonal
P0123,PTR23-20180123,DN,NA,CRC.P0123_C000172:1,NoClonal
P0123,NTH5-20180123,CD4,CD4_C04-TCF7,CRC.P0123_C000173:1,NoClonal
P0123,TTH121-20180123,other,NA,CRC.P0123_C000176:1,NoClonal
P0123,TTC118-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000177:1,NoClonal
P0123,TTH165-20180123,DN,NA,CRC.P0123_C000178:1,NoClonal
P0123,TTH162-20180123,DN,NA,CRC.P0123_C000179:1,NoClonal
P0123,TP7143-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000181:1,NoClonal
P0123,NP777-20180123,DN,NA,CRC.P0123_C000182:1,NoClonal
P0123,NTR87-20180123,DN,NA,CRC.P0123_C000184:1,NoClonal
P0123,PTH68-20180123,DN,NA,CRC.P0123_C000185:1,NoClonal
P0123,PTR29-20180123,CD4,CD4_C02-ANXA1,CRC.P0123_C000186:1,NoClonal
P0123,TTH49-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000188:1,NoClonal
P0123,NTR15-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000189:1,NoClonal
P0123,TTR143-20180123,DN,NA,CRC.P0123_C000190:1,NoClonal
P0123,TP775-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000191:1,NoClonal
P0123,TP722-20180123,CD4,CD4_C09-CXCL13,CRC.P0123_C000192:1,NoClonal
P0123,PTR48-20180123,CD4,CD4_C01-CCR7,CRC.P0123_C000193:1,NoClonal
P0123,PP7-132-20180123,DN,NA,CRC.P0123_C000194:1,NoClonal
P0123,PP7-163-20180123,DN,NA,CRC.P0123_C000196:1,NoClonal
P0123,PTH34-20180123,CD4,CD4_C01-CCR7,CRC.P0123_C000197:1,NoClonal
P0123,PTH3-20180123,CD4,CD4_C01-CCR7,CRC.P0123_C000198:1,NoClonal
P0123,TTH138-20180123,CD4,CD4_C08-IL23R,CRC.P0123_C000199:1,NoClonal
P0123,NTR4-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000201:1,NoClonal
P0123,PP7-107-20180123,DN,NA,CRC.P0123_C000202:1,NoClonal
P0123,PTH52-20180123,CD4,CD4_C01-CCR7,CRC.P0123_C000203:1,NoClonal
P0123,PTR33-20180123,CD4,CD4_C02-ANXA1,CRC.P0123_C000204:1,NoClonal
P0123,PTH87-20180123,CD4,CD4_C01-CCR7,CRC.P0123_C000205:1,NoClonal
P0123,TTH30-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000207:1,NoClonal
P0123,TTC23-20180123,other,NA,CRC.P0123_C000208:1,NoClonal
P0123,PTH72-20180123,CD4,CD4_C02-ANXA1,CRC.P0123_C000209:1,NoClonal
P0123,NTR81-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000212:1,NoClonal
P0123,NTR40-20180123,CD4,CD4_C04-TCF7,CRC.P0123_C000214:1,NoClonal
P0123,TP7168-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000215:1,NoClonal
P0123,TTR180-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000217:1,NoClonal
P0123,NTR38-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000218:1,NoClonal
P0123,PTH84-20180123,CD4,CD4_C01-CCR7,CRC.P0123_C000219:1,NoClonal
P0123,TP734-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000220:1,NoClonal
P0123,PP7-118-20180123,CD4,CD4_C01-CCR7,CRC.P0123_C000221:1,NoClonal
P0123,PP7-129-20180123,CD4,CD4_C01-CCR7,CRC.P0123_C000222:1,NoClonal
P0123,PTR80-20180123,CD4,CD4_C02-ANXA1,CRC.P0123_C000223:1,NoClonal
P0123,NTR6-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000224:1,NoClonal
P0123,PP7-97-20180123,CD4,CD4_C02-ANXA1,CRC.P0123_C000225:1,NoClonal
P0123,TTH70-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000228:1,NoClonal
P0123,NTH4-20180123,other,NA,CRC.P0123_C000229:1,NoClonal
P0123,TTR7-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000230:1,NoClonal
P0123,PTR66-20180123,DN,NA,CRC.P0123_C000231:1,NoClonal
P0123,TTH150-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000232:1,NoClonal
P0123,NTC143-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000233:1,NoClonal
P0123,PTR73-20180123,DN,NA,CRC.P0123_C000234:1,NoClonal
P0123,NTR20-20180123,other,NA,CRC.P0123_C000235:1,NoClonal
P0123,PTR32-20180123,DN,NA,CRC.P0123_C000236:1,NoClonal
P0123,TTH16-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000237:1,NoClonal
P0123,NP74-20180123,CD4,CD4_C11-IL10,CRC.P0123_C000238:1,NoClonal
P0123,PP7-139-20180123,other,NA,CRC.P0123_C000239:1,NoClonal
P0123,NTC145-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000240:1,NoClonal
P0123,NTH24-20180123,other,NA,CRC.P0123_C000243:1,NoClonal
P0123,TTR163-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000244:1,NoClonal
P0123,NP721-20180123,other,NA,CRC.P0123_C000245:1,NoClonal
P0123,TP774-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000246:1,NoClonal
P0123,TTH20-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000247:1,NoClonal
P0123,TTR112-20180123,CD4,CD4_C08-IL23R,CRC.P0123_C000248:1,NoClonal
P0123,PP7-173-20180123,DN,NA,CRC.P0123_C000251:1,NoClonal
P0123,NTH27-20180123,CD4,CD4_C04-TCF7,CRC.P0123_C000252:1,NoClonal
P0123,NTH29-20180123,CD4,CD4_C06-CXCR5,CRC.P0123_C000253:1,NoClonal
P0123,NP790-20180123,other,NA,CRC.P0123_C000254:1,NoClonal
P0123,PP7-100-20180123,CD4,CD4_C01-CCR7,CRC.P0123_C000256:1,NoClonal
P0123,NP780-20180123,CD4,CD4_C04-TCF7,CRC.P0123_C000257:1,NoClonal
P0123,TTR56-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000258:1,NoClonal
P0123,NTH80-20180123,DN,NA,CRC.P0123_C000259:1,NoClonal
P0123,NTC57-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000260:1,NoClonal
P0123,TTH173-20180123,other,NA,CRC.P0123_C000264:1,NoClonal
P0123,TTH94-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000265:1,NoClonal
P0123,PTH25-20180123,CD4,CD4_C01-CCR7,CRC.P0123_C000266:1,NoClonal
P0123,TTR2-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000267:1,NoClonal
P0123,PP7-172-20180123,DN,NA,CRC.P0123_C000268:1,NoClonal
P0123,TP7191-20180123,CD4,CD4_C04-TCF7,CRC.P0123_C000269:1,NoClonal
P0123,PTH79-20180123,CD4,CD4_C03-GNLY,CRC.P0123_C000270:1,NoClonal
P0123,TTR115-20180123,CD4,CD4_C08-IL23R,CRC.P0123_C000271:1,NoClonal
P0123,PTR42-20180123,other,NA,CRC.P0123_C000272:1,NoClonal
P0123,NTR24-20180123,CD4,CD4_C11-IL10,CRC.P0123_C000273:1,NoClonal
P0123,PTH2-20180123,CD4,CD4_C01-CCR7,CRC.P0123_C000274:1,NoClonal
P0123,PP7-114-20180123,CD4,CD4_C01-CCR7,CRC.P0123_C000275:1,NoClonal
P0123,TTR69-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000277:1,NoClonal
P0123,NTH62-20180123,CD4,CD4_C04-TCF7,CRC.P0123_C000278:1,NoClonal
P0123,TP710-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000279:1,NoClonal
P0123,TP75-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000281:1,NoClonal
P0123,NTR11-20180123,CD4,CD4_C11-IL10,CRC.P0123_C000283:1,NoClonal
P0123,TTH63-20180123,DN,NA,CRC.P0123_C000284:1,NoClonal
P0123,NTR79-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000285:1,NoClonal
P0123,NTR45-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000286:1,NoClonal
P0123,PP7-160-20180123,CD4,CD4_C01-CCR7,CRC.P0123_C000287:1,NoClonal
P0123,TP7176-20180123,DN,NA,CRC.P0123_C000288:1,NoClonal
P0123,PTR69-20180123,CD4,CD4_C02-ANXA1,CRC.P0123_C000289:1,NoClonal
P0123,TTC4-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000291:1,NoClonal
P0123,NTH81-20180123,CD4,CD4_C11-IL10,CRC.P0123_C000292:1,NoClonal
P0123,NP772-20180123,CD4,CD4_C05-CXCR6,CRC.P0123_C000293:1,NoClonal
